sub_id,user_id,form_id,task_id,project_id,modified,campaign_id,campaign_name,how_frequently_do_you_or_your_family_have_enough_clean_water_for_home_use?,lat,lon
"""4508501213708288""","""5245671067090944""","""4669132333121536""","""4912372823097344""","""5897368358617088""",2019-03-24 17:17:21.993000+00:00,"""6567017563815936""",su-ph-tl_tl-ph_water-&-sanitation-1,frequently,6.9388841,122.0726597
"""4508562349883392""","""5739992041127936""","""4669132333121536""","""4912372823097344""","""5897368358617088""",2019-03-25 01:56:18.910000+00:00,"""6567017563815936""",su-ph-tl_tl-ph_water-&-sanitation-1,infrequently,7.7587162,123.3388077
"""4508607842353152""","""6742399269208064""","""4669132333121536""","""4912372823097344""","""5897368358617088""",2019-02-24 23:08:25.766000+00:00,"""6567017563815936""",su-ph-tl_tl-ph_water-&-sanitation-1,frequently,6.9382304,122.0389816
"""4509170311102464""","""6256357848121344""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-01-14 22:54:25.396000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,very_frequently,7.0556583,125.611019
"""4509268859420672""","""5720285925867520""","""4669132333121536""","""4879806200020992""","""5897368358617088""",2019-03-09 18:02:24.647000+00:00,"""4872573298933760""",ls_tl-ph_water-&-sanitation-1,frequently,8.0008264,124.2591773
"""4509482270851072""","""5753860788322304""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-02-24 18:42:21.977000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,frequently,7.1200959,125.6416547
"""4510014725160960""","""5307393732771840""","""4669132333121536""","""4945879037378560""","""5897368358617088""",2019-01-15 14:33:19.265000+00:00,"""6491054415020032""",ii_tl-ph_water-&-sanitation-1,frequently,10.7427228,122.5730208
"""4510171083571200""","""6357795756572672""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-03-25 08:17:20.541000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,frequently,6.220441,125.0788481
"""4510425430360064""","""6703707448147968""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-03-12 00:05:22.410000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,very_frequently,7.0840808,125.6082478
"""4510433983594496""","""5665944724570112""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-02-24 16:38:19.043000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,very_frequently,7.0357454,125.5756948
"""4510914067824640""","""6220453641191424""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-01-15 14:20:21.507000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.0836333,125.6255
"""4510955377524736""","""6255271141703680""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-02-25 00:18:20.252000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,very_frequently,7.1886471,125.4612254
"""4511114567090176""","""6208026487816192""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-03-24 21:29:21.470000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,infrequently,8.9595125,125.5954391
"""4511130103840768""","""6244395927994368""","""4669132333121536""","""4524129086603264""","""5897368358617088""",2019-02-19 00:11:22.988000+00:00,"""4598404573298688""",su_tl-ph_water-&-sanitation-1,frequently,,
"""4511260647358464""","""6604097803255808""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-01-27 16:13:21.723000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,very_frequently,7.1303048,125.6196813
"""4511309972373504""","""5993845911191552""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-01-27 23:45:26.272000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,frequently,7.093053168096303,125.61104799167633
"""4512177794842624""","""6595438738145280""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-01-01 01:22:32.968000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,infrequently,6.5883339,125.4052139
"""4512245746761728""","""5772071860699136""","""4669132333121536""","""4912372823097344""","""5897368358617088""",2019-02-25 13:06:22.914000+00:00,"""6567017563815936""",su-ph-tl_tl-ph_water-&-sanitation-1,frequently,6.9235553,122.0440238
"""4512512496107520""","""6302224584015872""","""4669132333121536""","""4524129086603264""","""5897368358617088""",2019-01-22 12:13:19.833000+00:00,"""4598404573298688""",su_tl-ph_water-&-sanitation-1,very_frequently,,
"""4513656634081280""","""6383580474245120""","""4669132333121536""","""4524129086603264""","""5897368358617088""",2019-03-18 16:50:19.185000+00:00,"""4598404573298688""",su_tl-ph_water-&-sanitation-1,frequently,6.9169,122.0562596
"""4513865762078720""","""5041844971896832""","""4669132333121536""","""4912372823097344""","""5897368358617088""",2019-03-25 01:32:24.539000+00:00,"""6567017563815936""",su-ph-tl_tl-ph_water-&-sanitation-1,very_frequently,7.8297172,123.4423885
"""4514153853091840""","""6739745868611584""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-02-25 00:16:21.189000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,very_frequently,7.1886329,125.4612413
"""4514420086538240""","""6336902410010624""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-01-15 05:01:21.733000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.2854198,125.6869715
"""4514942315134976""","""6194516396605440""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-02-24 18:47:21.132000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,infrequently,8.5447657,125.9399139
"""4515146618634240""","""5990919473987584""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-03-24 20:23:23.569000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,frequently,7.0927553,125.5807391
"""4515300500307968""","""4836151435198464""","""4669132333121536""","""4912372823097344""","""5897368358617088""",2019-01-28 01:03:25.751000+00:00,"""6567017563815936""",su-ph-tl_tl-ph_water-&-sanitation-1,frequently,6.9029856,122.089192
"""4516010428203008""","""6580020048822272""","""4669132333121536""","""4945879037378560""","""5897368358617088""",2019-02-12 11:07:20.926000+00:00,"""6491054415020032""",ii_tl-ph_water-&-sanitation-1,very_frequently,10.693962,122.5536183
"""4516462263795712""","""6089082188857344""","""4669132333121536""","""4912372823097344""","""5897368358617088""",2019-02-25 01:42:23.216000+00:00,"""6567017563815936""",su-ph-tl_tl-ph_water-&-sanitation-1,frequently,6.9142133,122.0528333
"""4516468780695552""","""4792945007919104""","""4669132333121536""","""4912372823097344""","""5897368358617088""",2019-03-25 02:44:21.819000+00:00,"""6567017563815936""",su-ph-tl_tl-ph_water-&-sanitation-1,frequently,6.9277727,122.0852412
"""4516485827395584""","""6251604602781696""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-02-11 22:05:21.971000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.0609717,125.5358417
"""4517050984693760""","""5794041503416320""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-02-12 00:32:21.388000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,very_frequently,7.0969474,125.5810309
"""4517772572753920""","""6204303272312832""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-02-11 16:06:21.364000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.0624489,125.5580562
"""4517800787836928""","""6440719747121152""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-01-01 01:22:21.964000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,frequently,7.0462488,125.5958169
"""4518406972768256""","""5786915947151360""","""4669132333121536""","""4879806200020992""","""5897368358617088""",2019-03-09 06:17:25.394000+00:00,"""4872573298933760""",ls_tl-ph_water-&-sanitation-1,frequently,7.992365,124.2558396
"""4518526662475776""","""6427427133718528""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-01-01 04:28:23.972000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,frequently,7.4251239,124.5504807
"""4518661194776576""","""5887219791298560""","""4669132333121536""","""4945879037378560""","""5897368358617088""",2019-02-12 07:26:22.866000+00:00,"""6491054415020032""",ii_tl-ph_water-&-sanitation-1,frequently,10.6980481,122.5427581
"""4518986575249408""","""4650578242174976""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-03-12 13:23:27.912000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,very_frequently,7.0469509,125.5571162
"""4519385218678784""","""5841422323286016""","""4669132333121536""","""4945879037378560""","""5897368358617088""",2019-03-12 00:35:28.656000+00:00,"""6491054415020032""",ii_tl-ph_water-&-sanitation-1,infrequently,10.6906735,122.542768
"""4519447727439872""","""6294966684876800""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-01-28 09:46:19.410000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,very_frequently,7.1336313,125.6623626
"""4519484539797504""","""5809910493216768""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-03-12 00:20:27.639000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.0450998,125.5940196
"""4519592413102080""","""5039539912441856""","""4669132333121536""","""6327412847542272""","""5897368358617088""",2019-03-22 09:26:26.537000+00:00,"""5136112668377088""",mg_tl-ph_water-&-sanitation-1,frequently,7.1895371,124.5309531
"""4519643416887296""","""6708490926030848""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-01-27 16:06:21.780000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,very_frequently,7.0944283,125.62847
"""4519759292923904""","""6040429533331456""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-01-01 01:27:22.264000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,frequently,7.3268796,125.6661898
"""4520255906906112""","""6183738163593216""","""4669132333121536""","""4524129086603264""","""5897368358617088""",2019-01-22 02:36:18.936000+00:00,"""4598404573298688""",su_tl-ph_water-&-sanitation-1,frequently,6.9122278,122.065039
"""4520580009164800""","""6221257062219776""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-01-15 11:20:19.936000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.221558,125.4800555
"""4520804018552832""","""6600968510636032""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-01-14 16:18:18.783000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.0448683,125.5908367
"""4520834616000512""","""6213171515752448""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-02-12 03:08:27.458000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.04641,125.5024017
"""4521043344490496""","""6580388174495744""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-03-11 16:32:32.463000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.0282776,125.484345
"""4521594795851776""","""5984268650020864""","""4669132333121536""","""4524129086603264""","""5897368358617088""",2019-01-22 03:26:18.221000+00:00,"""4598404573298688""",su_tl-ph_water-&-sanitation-1,infrequently,6.9126488,122.0603945
"""4521698156085248""","""4908703402688512""","""4669132333121536""","""6327412847542272""","""5897368358617088""",2019-01-24 20:05:18.345000+00:00,"""5136112668377088""",mg_tl-ph_water-&-sanitation-1,infrequently,7.1315023,125.6309716
"""4522498634809344""","""5655148753846272""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-01-01 01:25:23.774000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,frequently,7.0828985,125.6254415
"""4522797301760000""","""5954805967093760""","""4669132333121536""","""4945879037378560""","""5897368358617088""",2019-03-12 11:02:20.646000+00:00,"""6491054415020032""",ii_tl-ph_water-&-sanitation-1,frequently,10.818654,122.6683518
"""4522853980438528""","""6268918685499392""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-02-24 20:26:19.425000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,frequently,6.5575085,124.6549032
"""4522920325939200""","""6035966068260864""","""4669132333121536""","""4524129086603264""","""5897368358617088""",2019-02-18 22:57:23.331000+00:00,"""4598404573298688""",su_tl-ph_water-&-sanitation-1,frequently,6.5238216,122.1365603
"""4523587614539776""","""6597303114661888""","""4669132333121536""","""4912372823097344""","""5897368358617088""",2019-02-25 13:03:23.402000+00:00,"""6567017563815936""",su-ph-tl_tl-ph_water-&-sanitation-1,frequently,6.9372869,122.068236
"""4523724629868544""","""6264059487846400""","""4669132333121536""","""6327412847542272""","""5897368358617088""",2019-01-24 20:19:23.203000+00:00,"""5136112668377088""",mg_tl-ph_water-&-sanitation-1,frequently,7.0905409,125.4932399
"""4524170455023616""","""5811505104683008""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-02-24 23:09:27.826000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,infrequently,7.0927803,125.6111591
"""4524803231842304""","""6163112774336512""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-03-25 07:32:22.056000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,frequently,7.2272175,124.2403162
"""4525420968935424""","""6251389551378432""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-03-24 23:35:21.809000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,frequently,7.0723095,125.5458893
"""4526036692762624""","""6434482385059840""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-03-25 13:20:19.123000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,very_frequently,,
"""4526417754718208""","""5718365085630464""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-01-28 12:42:19.623000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,frequently,7.0535015,125.5105357
"""4526587207745536""","""6693178369376256""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-03-12 16:29:20.320000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,very_frequently,7.0469161,125.5571066
"""4526619190362112""","""6650692087316480""","""4669132333121536""","""4912372823097344""","""5897368358617088""",2019-02-24 19:35:23.830000+00:00,"""6567017563815936""",su-ph-tl_tl-ph_water-&-sanitation-1,frequently,6.909577,122.1048318
"""4526764555501568""","""6708274667716608""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-03-24 22:56:25.750000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,frequently,8.4912528,124.6455134
"""4526841719160832""","""5652278147022848""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-01-01 01:22:26.752000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,frequently,8.1563528,125.1289934
"""4527549520543744""","""5881734333726720""","""4669132333121536""","""4912372823097344""","""5897368358617088""",2019-02-25 13:27:21.580000+00:00,"""6567017563815936""",su-ph-tl_tl-ph_water-&-sanitation-1,infrequently,6.9250715,122.0745153
"""4528458988257280""","""6272773112463360""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-02-12 13:06:22.786000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.0803816,125.6185947
"""4529503537725440""","""4583286040952832""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-02-11 22:01:18.856000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.077315,125.5157017
"""4529557446066176""","""6676510066868224""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-03-12 02:02:20.627000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,very_frequently,7.0341168,125.4954219
"""4531300780212224""","""6325710132084736""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-02-11 19:05:20.653000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,very_frequently,7.1466727,125.6622575
"""4531489070907392""","""6744810339696640""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-01-27 23:04:19.011000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,frequently,7.0285584,125.5144078
"""4532126051467264""","""6188123492974592""","""4669132333121536""","""4945879037378560""","""5897368358617088""",2019-02-11 20:51:20.097000+00:00,"""6491054415020032""",ii_tl-ph_water-&-sanitation-1,very_frequently,10.7451329,122.5685462
"""4532354610626560""","""5562910605574144""","""4669132333121536""","""4945879037378560""","""5897368358617088""",2019-03-12 05:29:27.292000+00:00,"""6491054415020032""",ii_tl-ph_water-&-sanitation-1,infrequently,10.7243163,122.5788841
"""4533029554880512""","""6479963798634496""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-01-28 10:35:18.314000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,very_frequently,6.1047533,125.191085
"""4533359449473024""","""6017070095400960""","""4669132333121536""","""4524129086603264""","""5897368358617088""",2019-01-22 05:53:19.745000+00:00,"""4598404573298688""",su_tl-ph_water-&-sanitation-1,very_frequently,6.9136571,122.0538221
"""4533435416707072""","""6282394667581440""","""4669132333121536""","""6327412847542272""","""5897368358617088""",2019-01-25 08:18:18.455000+00:00,"""5136112668377088""",mg_tl-ph_water-&-sanitation-1,infrequently,7.1307684,125.6983433
"""4533560302108672""","""6442775153213440""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-02-11 18:20:19.714000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.10105,125.6313167
"""4533562470563840""","""5939394898821120""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-01-01 04:28:21.004000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,frequently,,
"""4533617851105280""","""6581236086603776""","""4669132333121536""","""4945879037378560""","""5897368358617088""",2019-03-11 22:17:22.720000+00:00,"""6491054415020032""",ii_tl-ph_water-&-sanitation-1,frequently,10.7451974,122.5679407
"""4533852711157760""","""6032815793635328""","""4669132333121536""","""4524129086603264""","""5897368358617088""",2019-03-18 22:47:20.461000+00:00,"""4598404573298688""",su_tl-ph_water-&-sanitation-1,frequently,6.9371727,122.0894387
"""4534291142803456""","""4941366100492288""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-02-24 23:03:28.673000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,infrequently,7.4997333,125.6748138
"""4534372352917504""","""5787775305515008""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-02-12 10:57:21.912000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,very_frequently,7.0893567,125.6363614
"""4534754726641664""","""4747813961334784""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-01-01 04:16:19.818000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,frequently,7.0829265,125.625412
"""4535550033788928""","""6686603537809408""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-01-01 04:16:27.601000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,very_frequently,7.0783217,125.5110007
"""4535638550380544""","""5070570058153984""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-01-01 04:16:21.994000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,frequently,7.0554642,125.5094792
"""4535661212205056""","""6500720339582976""","""4669132333121536""","""4945879037378560""","""5897368358617088""",2019-02-12 08:19:20.570000+00:00,"""6491054415020032""",ii_tl-ph_water-&-sanitation-1,very_frequently,10.8418562,122.629809
"""4536190985306112""","""5860081120837632""","""4669132333121536""","""4524129086603264""","""5897368358617088""",2019-03-19 00:17:19.804000+00:00,"""4598404573298688""",su_tl-ph_water-&-sanitation-1,frequently,6.9142782,122.052789
"""4536229976604672""","""6096730120519680""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-01-27 22:55:23.222000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,very_frequently,7.1119777,125.6229916
"""4536452039835648""","""6018278637961216""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-01-28 03:04:21.024000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,very_frequently,7.1671513,125.6077114
"""4537098163978240""","""6078187555520512""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-01-27 21:15:20.273000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,infrequently,7.2021575,124.5204292
"""4537190275088384""","""6381149968400384""","""4669132333121536""","""4945879037378560""","""5897368358617088""",2019-01-15 11:53:22.224000+00:00,"""6491054415020032""",ii_tl-ph_water-&-sanitation-1,frequently,10.7087503,122.534911
"""4537301378007040""","""6722237480566784""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-02-24 19:48:23.103000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,frequently,7.1438067,125.6509115
"""4537307962015744""","""5657385274179584""","""4669132333121536""","""5278298399571968""","""5897368358617088""",2019-03-25 09:38:19.174000+00:00,"""5724247873814528""",southern-ph-tl_water-&-sanitation-1,frequently,9.7891289,125.4862149
"""4537334940827648""","""5844156574334976""","""4669132333121536""","""4945879037378560""","""5897368358617088""",2019-02-12 06:06:21.661000+00:00,"""6491054415020032""",ii_tl-ph_water-&-sanitation-1,frequently,10.7175012,122.5605749
"""4537778652053504""","""6197197156646912""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-01-01 01:19:25.293000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,very_frequently,6.1013503,125.1946214
"""4537830762086400""","""5752774543278080""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-01-15 03:18:21.341000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.0953508,125.6177161
"""4538387996344320""","""6433827192832000""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-01-27 16:40:20.873000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,very_frequently,7.1037829,125.6234228
"""4538791396114432""","""6562693727125504""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-02-24 16:12:30.140000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,very_infrequently,6.2096123,125.0716783
"""4538815344541696""","""4903548617752576""","""4669132333121536""","""4524129086603264""","""5897368358617088""",2019-03-19 02:50:23.345000+00:00,"""4598404573298688""",su_tl-ph_water-&-sanitation-1,frequently,6.9351174,122.0970493
"""4539113123348480""","""5030979053813760""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-03-25 11:26:19.424000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,very_frequently,6.1196668,125.1790473
"""4539195123040256""","""5669925752406016""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-02-25 12:18:20.200000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,very_frequently,7.3725314,124.2709241
"""4539650329804800""","""6241192608006144""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-03-24 17:29:21.624000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,infrequently,7.2207283,124.255331
"""4539817431924736""","""6474281611427840""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-02-11 20:13:19.862000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,very_frequently,7.0550508,125.5602015
"""4540446849105920""","""6105196037931008""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-03-12 00:38:19.574000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,frequently,7.0411962,125.5731779
"""4541517067714560""","""6194243895820288""","""4669132333121536""","""4524129086603264""","""5897368358617088""",2019-03-19 03:47:19.113000+00:00,"""4598404573298688""",su_tl-ph_water-&-sanitation-1,frequently,6.9111949,122.061542
"""4541661923246080""","""6235315083673600""","""4669132333121536""","""4879806200020992""","""5897368358617088""",2019-01-12 05:32:22.087000+00:00,"""4872573298933760""",ls_tl-ph_water-&-sanitation-1,very_frequently,8.2366387,124.2443293
"""4541782413017088""","""4771818739073024""","""4669132333121536""","""5801511516897280""","""5897368358617088""",2019-02-24 17:00:28.625000+00:00,"""6046392499830784""",mg-ph-tl_tl-ph_water-&-sanitation-1,frequently,7.3870842,124.2647212
"""4541822246322176""","""6609031437221888""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-01-15 00:41:18.120000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,very_frequently,7.0610984,125.5635709
"""4542205772431360""","""5637325054803968""","""4669132333121536""","""4945879037378560""","""5897368358617088""",2019-03-11 22:17:21.970000+00:00,"""6491054415020032""",ii_tl-ph_water-&-sanitation-1,very_frequently,10.7451313,122.56856
"""4542249074425856""","""5937667818651648""","""4669132333121536""","""6474858068180992""","""5897368358617088""",2019-03-11 22:14:22.162000+00:00,"""4891860495499264""",dv_tl-ph_water-&-sanitation-1,very_frequently,7.0527439,125.5509438
